Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition
PRJNA776746,SRR16676514,,RNA-Seq,100,3963225400,SAMN22818750,1261934341,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663556,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663556,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676516,,RNA-Seq,100,5039892000,SAMN22818752,1583454098,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663554,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663554,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676489,,RNA-Seq,100,3536427800,SAMN22818725,1114452234,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",436083,GSM5663581,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663581,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676519,,RNA-Seq,100,6476116100,SAMN22818755,2034119269,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663551,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663551,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676565,,RNA-Seq,100,6416658900,SAMN22818849,2022230199,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",43905,GSM5663457,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663457,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676453,,RNA-Seq,100,6606030200,SAMN22818689,2026096344,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",623950,GSM5663617,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663617,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676461,,RNA-Seq,100,3851664100,SAMN22818697,1212000955,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",436083,GSM5663609,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663609,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676494,,RNA-Seq,100,4564775700,SAMN22818730,1416090971,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663576,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663576,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676505,,RNA-Seq,100,5051412600,SAMN22818741,1597782268,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663565,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663565,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676508,,RNA-Seq,100,1848727900,SAMN22818744,579361979,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663562,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663562,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676515,,RNA-Seq,100,3944481600,SAMN22818751,1223507662,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663555,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663555,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676517,,RNA-Seq,100,7551366100,SAMN22818753,2382337278,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663553,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663553,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676562,,RNA-Seq,100,7319632100,SAMN22818798,2321202777,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",655308,GSM5663508,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663508,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676602,,RNA-Seq,100,6919320100,SAMN22818835,2130688787,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",672447,GSM5663471,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663471,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676593,,RNA-Seq,100,4724741100,SAMN22818826,1492719432,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",43905,GSM5663480,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663480,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
